Start	Chr	End	IC_4_6_K4me3_1	IC_4_6_K4me3_2	IC_6_8_K4me3_1	IC_6_8_K4me3_2	IC_8_10_K4me3_1	IC_8_10_K4me3_2	VC_4_6_K4me3_1	VC_4_6_K4me3_2	VC_68_K4me3_1_1	VC_68_K4me3_2_1	VC_810_K4me3_1_1	VC_810_K4me3_2_1	IC_4_6_K27ac_1	IC_4_6_K27ac_3	IC_6_8_K27ac_1	IC_6_8_K27ac_3	IC_8_10_K27ac_1	IC_8_10_K27ac_2	VC_4_6_K27ac_1	VC_4_6_K27ac_2	VC_68_K27ac_1_1	VC_68_K27ac_2_1	VC_810_K27ac_1_1	VC_810_K27ac_2_1	IC_4_6_K79me3_1	IC_4_6_K79me3_2	IC_6_8_K79me3_1	IC_6_8_K79me3_2	IC_8_10_K79me3_1	IC_8_10_K79me3_2	VC_4_6_K79me3_1	VC_4_6_K79me3_2	VC_68_K79me3_1_1	VC_68_K79me3_2_1	VC_810_K79me3_1_1	VC_810_K79me3_2_1	IC_4_6_K4mono_1	IC_4_6_K4mono_2	IC_6_8_K4mono_1	IC_6_8_K4mono_2	IC_8_10_K4mono_1	IC_8_10_K4mono_2	VC_4_6_K4mono_1	VC_4_6_K4mono_2	VC_68_K4mono_1_1	VC_68_K4mono_2_1	VC_810_K4mono_1_1	VC_810_K4mono_2_1	IC_4_6_K27me3_1	IC_4_6_K27me3_2	IC_6_8_K27me3_2	IC_6_8_K27me3_3	IC_8_10_K27me3_1	IC_8_10_K27me3_2	VC_4_6_K27me3_1	VC_4_6_K27me3_2	VC_68_K27me3_1_1	VC_68_K27me3_2_1	VC_810_K27me3_1_1	VC_810_K27me3_2_1	K27ac_46_TAD	K27ac_68_TAD	K27ac_810_TAD	K27me3_46_TAD	K27me3_68_TAD	K27me3_810_TAD	K27ac_vector	K27me3_vector	Euklidian_dist
319505	3L	324384	4009	3417	3004	3247	5584	6520	9179	12310	9639	10060	8819	8091	5433	4640	6428	2433	4965	4712	9946	3733	12757	13732	9654	8255	3215	6725	3573	2710	3338	3535	8072	4277	8625	6038	3836	1061	6748	9760	7192	5509	6468	5503	9445	3557	16285	12547	12435	13390	820	599	465	902	1108	398	958	316	801	543	654	403	0.422339123375234	0.187396168698903	0.0452419576073309	-0.0238917268207014	-0.183057878520218	0.0426617982014791	0.654977249681469	-0.16428780713944	0.675267118387225
324384	3L	328758	5653	5133	3744	4093	8704	9582	12386	14998	12441	12888	12530	10960	3089	2736	3456	1438	2504	2415	4469	1592	5689	5721	4879	4040	2155	6098	2733	1953	1927	2515	4035	1974	3566	3138	2219	695	3157	4730	3111	2437	2975	2306	3943	1524	6565	4837	5867	6078	670	471	301	826	546	371	911	230	712	477	602	357	0.0225350921851618	-0.135322765101438	0.0130027725088671	0.032863049689477	0.00840536567441764	-0.00082363077954571	-0.0997849004074093	0.0404447845843489	0.107669898065295
328758	3L	346234	1109	1655	1888	2266	1228	744	1047	1151	1240	1255	2770	2619	7654	6462	6862	3895	6031	6856	10640	4248	15277	13001	12883	9205	1723	10140	2274	1894	2468	1299	2813	1702	2130	2210	3025	880	5900	9530	5603	4898	5725	6059	8183	3866	15880	11415	16730	16445	4806	2123	2278	4684	3978	2302	4748	2068	3488	3464	3466	2517	0.0762196010679473	0.177784753032877	-0.0783285427107197	-0.0691521067247504	-0.134083241376255	0.0327278956365929	0.175675811390104	-0.170507452464413	0.244815812507026
336524	X	350841	559	782	1067	1118	714	351	467	554	651	599	1431	1375	3934	3002	3820	1560	3202	3666	4887	2246	7642	6463	6772	5186	806	6081	1174	915	1023	788	1687	905	1246	1267	1706	499	2099	4175	2419	2207	2875	3084	2863	1778	6912	4886	8211	8131	2442	1183	1367	2315	1881	1669	2724	1116	2204	2001	2445	1670	0.0857146491967819	0.0191437381485071	-0.0490717129453324	0.0566311496350064	0.00317986365460099	-0.0519635401264529	0.0557866743999567	0.00784747316315457	0.0563359199414833
346270	3L	361878	13685	12321	8922	10649	19279	20468	27195	33267	27122	29351	29755	24545	11558	11477	12532	4823	9920	9414	16063	6183	20675	20887	18442	16192	15463	25786	18248	11492	9765	11736	25087	11046	15096	12761	9698	2885	10947	17026	12094	9397	10529	9065	14074	6059	24510	18165	22947	23439	2637	1506	1181	2831	2652	1450	3578	1200	2432	1979	2074	1425	-0.0689908597293219	-0.12849406015777	0.000777772686142986	0.199699365722449	0.0400177535056025	-0.0822993311487109	-0.196707147200949	0.157417788079341	0.251940591734893
350841	X	362841	497	658	925	950	938	304	413	444	474	538	1231	1188	3934	3055	3910	1401	2956	2761	4504	2026	6501	5894	5113	3847	598	5020	1060	808	1080	649	1234	775	994	999	1516	463	2024	3239	1983	1901	2302	2166	2506	1400	5881	4061	5850	5829	4026	1503	1392	2973	1522	2509	3435	1414	2381	2330	3072	2206	-0.0600492064636064	-0.198103088773229	-0.206846622019279	-0.325634399842309	-0.0118465596017657	-0.274137105190913	-0.464998917256114	-0.611618064634988	0.768310256366011
356995	2L	402773	5927	6803	6737	7835	8873	6915	9991	10866	10362	9559	13612	12671	20100	16428	18116	7551	15177	16462	25232	11003	39162	31696	31144	20056	8321	36813	8805	7123	10137	8548	12857	6652	8661	8714	9738	3032	21290	35188	25989	22119	24232	22162	31423	12708	61614	44373	55345	55161	116535	29713	49122	72659	38262	74021	68927	47126	53994	41207	77622	55147	0.0158180614748718	0.100384524117548	-0.172014667330783	-0.413836179882744	-0.590390087235677	-0.504048176227959	-0.0558120817383628	-1.50827444334638	1.5093067232739
360436	4	395321	3394	4311	4381	5598	4430	4579	6893	7119	7566	6523	9955	8614	11806	9149	11180	4276	8534	9325	15341	6372	19260	17291	16807	12087	4585	27722	5572	4325	6620	5314	8115	4497	7239	7032	7678	2365	17198	31243	23614	20534	20096	17595	26064	12376	51534	37428	40818	39105	53973	16121	34161	49224	23583	35244	43166	27872	33025	29695	38775	27895	0.0662357323257577	-0.154017168215513	-0.161823440100148	-0.0322390758340209	-0.648244270758376	-0.425511998211388	-0.249604875989903	-1.10599534480379	1.13381140267929
361878	3L	432453	5567	6989	9210	10036	9164	5375	8723	8734	8806	7853	14261	13484	33398	27404	31779	13341	21735	23058	38149	16496	57230	46072	44610	29715	11023	51187	17033	13297	14879	13117	17575	9874	14904	15491	17323	5111	39929	65834	50788	41192	44193	40131	56173	23598	101720	76320	92160	91263	190482	58474	91103	128878	76516	154384	132545	87470	104646	100034	148316	105046	-0.129251496138794	-0.166788060269074	-0.133256469989578	-0.212654248381407	-0.344813851379678	-0.6327024114733	-0.429296026397446	-1.19017051123438	1.26522761750309
362841	X	476485	10752	13332	15527	16517	21787	15604	19674	21958	22837	22878	28284	26732	63952	55610	70130	24308	48305	46129	85017	35279	115745	115189	89695	63649	20622	78229	31443	22485	24832	23506	37910	20000	33814	28130	27195	8087	59696	93475	75476	67103	67665	61649	91199	39231	187586	137619	152932	148128	105584	33084	39522	63938	41135	60673	60791	31701	37790	34634	44509	33417	0.0184990781208765	-0.139346759046276	-0.160890426286567	-0.69682269220279	-0.717960607298375	-0.977603820414873	-0.281738107211967	-2.39238711991604	2.40891936199524
395321	4	406333	722	904	1020	1283	834	420	897	789	796	739	1756	1522	5091	4455	5055	2317	2566	3072	7287	3001	8308	7054	6316	4227	841	7028	1421	971	1347	869	1734	968	1205	1295	1832	526	7015	12726	8644	7782	7806	6670	11523	5578	21308	16052	15980	15750	19447	8334	15378	21294	12111	17223	16991	12292	13667	14288	18534	13180	0.114915632832727	-0.261680155069448	0.0424595855138996	0.202632785584976	-0.635398534524577	-0.466351433168601	-0.104304936722821	-0.899117182108202	0.905147074782295
402773	2L	420269	18167	16638	12032	14280	24293	28002	36005	45238	36198	35894	34436	30284	13896	15131	16543	8632	9930	10378	19535	6960	22673	23987	19660	18271	13009	29738	14642	10568	8984	11871	21026	10312	13913	13388	8696	2725	12260	18609	12929	9899	11308	9358	15017	6330	26226	20375	24077	24132	3003	1570	1097	3442	2529	1498	3641	1041	2598	1953	2304	1408	-0.177402050967238	-0.360264130500919	0.0685837401594017	-0.0666635571667036	-0.0258399138669981	-0.0589427680367361	-0.469082441308756	-0.151446239070438	0.492924233602653
406333	4	425735	1024	1832	1776	2118	1792	923	1692	1537	1516	1312	2988	2911	6573	6094	6612	2744	4216	3601	8259	3380	10092	9269	7267	5431	1501	12353	2018	1777	2212	1328	2874	1712	2246	2320	3309	979	7354	14544	10986	10792	9919	9235	12885	6341	25249	18388	20486	19519	33188	9570	18324	28932	15908	33598	29424	17161	24434	20624	34909	23554	-0.119555720086881	-0.312091666470977	-0.15779242541311	0.02365945240507	-0.281669702500827	-0.555666343813842	-0.589439811970968	-0.813676593909599	1.00474319674865
420411	2L	431187	4639	4031	3681	3725	6072	6040	8528	10829	9361	8485	8460	7738	8874	7681	8706	3309	7719	9546	12584	5258	18246	17286	17983	13725	3661	10876	3883	2858	3163	3555	5554	2733	3787	3906	3238	1063	6828	11885	7957	6127	8247	8262	9292	4585	19386	14536	20272	20966	2300	1327	1201	2840	1879	1309	2888	1060	2135	2275	1763	1308	0.119785643711728	0.168238664963093	0.0293160012924501	0.148629822691951	0.034184035959472	-0.112894684123035	0.317340309967271	0.0699191745283873	0.324951632242177
425735	4	444367	5432	5665	4501	5919	8037	9114	12353	13400	12003	12706	13786	11722	7306	6371	7416	3036	5297	4597	10518	4064	11327	11174	8874	7718	4546	18702	5258	4234	5549	5404	7474	3780	6878	6267	5742	1737	7431	13246	9458	8992	8274	6628	11526	5663	21873	16231	18141	17361	19654	6718	11934	19122	9235	14558	15805	10328	13118	11596	15687	11071	0.0808347622907936	-0.257884605430172	-0.0972954286501588	-0.0135947428486076	-0.536654945587184	-0.470174461950716	-0.274345271789537	-1.02042415038651	1.05666019838229
431187	2L	452840	3825	4032	4468	5855	8115	9848	10031	10810	10711	11446	14565	13193	17009	16245	19625	7600	14938	16326	22557	9086	31838	32131	28134	23094	15943	33404	21568	16012	20635	30046	25907	12179	23638	16658	23161	6371	14517	24095	17007	15162	16699	14812	20812	9409	41315	30001	38781	38563	4117	1923	2034	4408	3751	1914	4518	1498	3482	3164	2979	2046	-0.0751739523789713	-0.15348750945583	-0.131087210931019	-0.114612804713316	-0.0753858531255836	0.0394973207292975	-0.35974867276582	-0.150501337109602	0.389961228878651
432453	3L	441750	480	797	1209	1129	1020	622	941	805	825	761	1862	1684	4111	3496	4197	1664	3686	3444	5141	2190	7967	6126	6632	4580	2353	8764	2485	2104	1983	2632	4738	2223	3470	3310	3224	961	5731	9391	6124	4758	6012	5066	6378	3148	12707	9009	12803	12832	7249	3373	3856	5379	5183	6789	5579	2726	4174	4136	6660	4651	-0.0353895488098348	-0.121717813709012	-0.20995764203221	-0.335449469852553	-0.394817387505117	-0.613868629924936	-0.367065004551056	-1.34413548728261	1.39335455851643
441750	3L	446198	142	404	561	715	471	123	237	312	358	301	689	646	1720	1549	1936	1332	1874	1972	2532	1110	4296	3503	4118	2800	888	3259	1996	1036	1088	987	2549	1246	1950	1435	1494	427	1452	2736	1365	1068	1574	1567	1861	966	3863	2612	4219	4647	565	401	270	669	789	341	753	216	589	457	477	302	0.179136887400592	0.143384134833029	-0.0147972788156799	0.08166740272081	0.0652008838436305	-0.171335352332736	0.307723743417941	-0.0244670657682957	0.308694897221287
444367	4	467495	7671	7022	5601	7602	9925	13458	17380	18631	17302	18141	20887	17893	14041	15078	19455	8635	10205	9181	19970	7319	19278	24036	16219	17087	4679	23337	5727	4598	5298	5937	7654	4344	7704	7374	7100	2371	7761	13983	8848	8702	7968	6931	10317	6088	22221	16081	18093	17582	3204	1360	1360	3696	2702	1665	4325	1141	3648	2242	3432	1935	-0.130465287484932	-0.69478473101044	-0.0433925634866151	0.0373578875721689	0.148149404660663	0.309166323346711	-0.868642581981988	0.494673615579544	0.999620888728758
446198	3L	490667	4709	5832	5917	6797	6984	5348	8633	11677	10536	11666	14178	11884	28908	26108	32058	10739	25688	26397	51536	22444	64613	73440	59669	49400	24318	53207	39805	28320	26804	33014	81177	35978	90786	44669	42613	11462	21785	39198	25791	22737	26267	25452	38359	18190	82916	59902	74526	71680	9661	5806	3906	9211	7722	5914	10074	3120	7439	8206	7835	5221	0.449966302653901	0.253239498109013	0.222263309344333	-0.235710415268121	0.16310608899737	-0.214333430285938	0.925469110107247	-0.286937756556689	0.968930518613427
452840	2L	471295	4945	5068	4551	5053	8548	9054	11983	14250	12249	12260	14270	12093	9088	7376	8607	3388	8707	9501	13092	5133	19626	16311	18469	13565	4948	17264	6171	4403	5926	6138	7889	4601	6913	7019	6434	1841	8589	14685	8786	6603	8363	7820	10521	4979	19975	14752	21182	21390	4057	2172	1772	4154	3584	2087	4373	1574	3236	3092	3151	2129	0.142367772854789	0.195715674122754	-0.0389815370597882	-0.0848333264457128	-0.00285126654451637	-0.0160825725456629	0.299101909917755	-0.103767165535892	0.316590551280044
467495	4	482704	4746	4611	3641	4901	5321	7437	9490	11319	10222	10200	10771	9476	11729	12023	15466	6290	9295	7835	15970	5970	16181	20055	13309	14062	2071	13118	2155	2214	2158	2427	3622	2000	3266	3579	3694	1196	5374	10160	6069	5935	5338	5029	7395	4312	15668	11499	12920	13041	1720	1192	805	2492	2037	958	2685	648	2287	1363	2198	1167	-0.143258443600737	-0.621410387027062	-0.149217174431469	0.196502657468341	0.106491229107184	0.42544368035661	-0.913886005059268	0.728437566932135	1.16867827872396
471295	2L	479219	3918	3079	3024	3426	6054	6957	8229	9727	8739	8546	9606	8511	3395	2777	3240	1477	2931	3019	4499	1771	6382	5638	5804	4646	2314	8148	3170	2683	3226	3521	4400	2192	3303	3368	3016	886	4472	7372	5019	3850	4631	4355	5737	2570	11160	8040	10894	11229	1038	627	690	1408	1524	685	1607	366	1160	928	1074	683	0.0195614826379634	0.0277105692748668	-0.0347114007894203	0.155216843794647	-0.147007632835973	-0.00390602219629337	0.0125606511234099	0.0043031887623801	0.0132773261678959
476485	X	493452	10175	9182	7024	8384	13434	14780	19457	26989	24168	22265	19229	17251	10667	9597	11089	5281	8089	8869	13784	5436	20336	19526	18104	12711	3707	11330	4342	3676	4334	3866	6304	3435	5172	4685	3637	1199	10747	16073	12242	8796	10686	8384	13389	5361	23334	17893	22340	22866	1885	1511	767	2379	1973	1031	2633	721	1840	1506	1711	904	-0.0833773962881965	-0.0143578613546796	0.00355315141713222	0.112090196479663	0.0582423719372326	-0.0442114778634483	-0.0941821062257439	0.126121090553447	0.157406475773737
481040	2L	490965	524	857	1146	1263	945	509	650	708	758	740	1756	1639	4215	3476	3928	1980	4226	4643	6457	2643	9207	8048	9201	6417	857	5592	1325	1245	1094	891	1861	961	1108	1413	1650	455	5157	9324	6132	5610	6351	7010	7142	4032	15111	12063	16614	16962	2446	1762	1173	3069	2642	1692	2774	1266	2190	1959	2170	1583	0.250396676649662	0.271055020995313	-0.0422638483493819	0.164961716203367	-0.102794945730501	-0.195902964261956	0.479187849295593	-0.13373619378909	0.4975001150168
482704	4	486700	652	896	673	1080	698	1207	1751	1964	1729	1729	1969	1866	4848	5760	6817	2462	3598	3002	7305	2557	6095	8126	4284	5168	312	3221	363	342	236	416	688	358	669	653	753	236	1288	2998	1815	2201	1625	1849	2208	1492	5729	3874	4265	4080	391	332	254	586	104	225	680	144	557	424	537	312	-0.159282949539082	-0.786084216635334	-0.295226025074046	0.293173884263891	0.114722895870135	0.542143779883983	-1.24059319124846	0.950040560018009	1.56257752826904
486700	4	513597	4595	5042	5395	6779	9701	11340	12701	12357	13298	14559	19388	16250	25683	24820	37367	11401	23385	22551	39156	15441	43376	52235	38467	37597	19590	45839	30308	18291	24327	31834	28109	14886	33261	22449	23831	6734	18907	37664	26280	25716	25826	23329	27651	16171	64378	46865	51044	50084	5158	3130	2550	5676	4162	4129	6963	2135	5696	5877	6620	4423	0.101984879955009	-0.495447103002371	-0.102072294610014	0.131051998849439	0.383447506375662	0.0627686387962333	-0.495534517657377	0.577268144021334	0.76078444272459
490965	2L	522851	1760	2652	3164	3681	2165	1306	1883	1908	2359	2112	4615	4682	13406	9998	12354	5769	11011	13773	20223	8017	30231	24129	24786	17836	3037	18410	4632	4241	5020	5275	7956	4107	5458	6646	6746	1994	16741	27615	18332	15931	18168	18962	25297	13050	49056	37326	46389	46997	17680	6947	8349	13853	9938	13276	16771	10137	11651	12222	15929	11580	0.273710987566603	0.269719945748196	-0.0707547213093721	0.153031913457917	-0.0867713691179887	-0.29281359299992	0.472676212005426	-0.226553048659992	0.524165131664569
491724	3L	506007	1042	1110	1547	1738	1336	521	733	818	972	912	1942	1874	7328	6356	8439	3476	6550	6850	10118	4406	15094	14131	13648	9563	1348	8933	2393	1913	2485	1896	3087	1748	2551	2254	3219	904	3940	7543	4644	4276	4992	5065	6068	3132	13875	9743	15673	15589	4092	1788	2160	3913	3522	2732	4127	1629	3043	3347	3339	2509	0.109922421705551	-0.0692333939355903	-0.0667312159221083	-0.115148557673623	-0.090708301660225	-0.242474714566822	-0.0260421881521479	-0.44833157390067	0.449087291870972
495352	X	512460	3621	3582	3243	3571	5642	6225	7520	8898	7482	8185	8725	8055	8326	7730	9425	3091	6870	8046	11596	4504	15746	15017	14790	11269	4550	13152	6883	4827	5064	6166	9099	4273	6969	5816	5384	1588	6788	12023	8244	6905	7652	7343	9426	4776	20249	14190	18748	18818	1913	1164	801	2375	2274	1124	2634	651	1889	1454	1654	1124	-0.00894534236828556	-0.153898847493372	-0.0441175734743223	0.0294902853839923	0.0301742778674286	-0.0492802936278249	-0.20696176333598	0.010384269623596	0.207222114019604
506007	3L	539616	1936	3283	3538	4590	3091	1680	2040	2222	2337	2380	5148	4770	17324	15922	18066	7522	15458	16592	23295	9948	31576	29129	29942	23364	8404	28697	12050	9403	9276	13462	15373	8098	12408	10543	13267	3718	12956	24975	15549	14174	15350	17324	18080	9828	37854	26456	39904	40875	8112	4270	4567	7757	5946	5162	8550	3344	6935	6433	7165	5348	0.0156574729443089	-0.11334610731953	-0.11472544700477	-0.0568441866723142	-0.0710442137494124	-0.0630803119572988	-0.212414081379992	-0.190968712379025	0.285637516926976
512460	X	521403	905	647	1000	898	1737	2025	1991	2041	2016	1983	4360	3288	4203	3186	4829	1324	3787	3914	5627	2381	8157	8509	7631	6973	7041	14983	10398	6506	7881	10008	12299	5907	11740	8685	8035	2115	4199	7305	5483	4035	4643	4359	5498	2778	11776	8805	10374	10555	738	667	389	1224	1210	428	1237	276	910	746	820	468	0.137168154526602	-0.0697872844057598	0.0885024872851706	0.260793889927642	0.00926538936431987	0.213492376582077	0.155883357406013	0.483551655874039	0.508056911196665
516082	4	541105	994	1929	2568	3286	1386	965	1285	1361	1607	1708	3742	3472	12469	10304	16456	5624	10596	11026	13931	5941	19713	19014	17979	14683	4219	22568	7246	5700	6934	8351	6330	4402	7616	7308	9174	2543	8419	16719	11184	10092	11479	10780	10378	5862	24069	16922	25436	25583	3652	2612	1495	4389	3651	2175	5199	1559	4074	3271	3810	2524	-0.176590289300357	-0.625330839695713	-0.249996632086318	0.194057928574185	0.275851379026573	0.184354020089704	-1.05191776108239	0.654263327690462	1.2387862923205
521403	X	530407	6167	5408	4374	5586	12671	13691	15866	16633	15640	17188	18313	15023	11658	10123	14763	4642	11516	10764	17144	6896	22212	25624	20410	18931	8716	20120	11583	7931	10582	12749	14218	7244	17748	12985	10044	2746	9728	14189	12154	9067	10252	8559	13162	5453	22803	18292	18555	19381	1182	538	401	1266	1105	721	1384	418	1034	881	1017	562	0.142697479148797	-0.15654489743907	-0.0150988356459306	-0.0772903939189361	0.173346248817357	-0.248943290070241	-0.0289462539362039	-0.15288743517182	0.155603513618288
522851	2L	540685	1268	1701	2031	2393	1840	1527	1805	1794	2055	1970	3916	3554	9299	7610	8603	3422	8342	9301	14122	5982	22212	17652	19573	12143	3692	13565	6431	5862	6667	8996	11120	5476	6975	8934	6821	2041	8494	15061	9161	7075	9834	9597	12355	6306	25194	18367	26405	26634	7066	4576	4111	6501	4041	5036	6315	3574	5018	5364	5698	4168	0.268089086989375	0.344162490833817	-0.023131736953421	0.00684808197973719	-0.23584241914792	-0.373556814509372	0.589119840869771	-0.602551151677555	0.84269216045622
530407	X	546851	749	1326	1443	1713	1771	1468	1807	1247	1368	1517	4371	3569	5190	3265	3779	2143	4402	5496	6664	3114	9959	7568	10759	8663	2638	11536	3272	3185	4302	5026	3240	2866	5012	4468	6203	1806	4416	9291	4596	3943	5589	5610	5908	3375	12253	8819	15209	15481	8754	2422	3107	5651	3613	4024	6791	3531	4339	4443	4772	3645	0.269356565601859	0.34372756487151	0.129993933446922	-0.270978390424225	-0.161560732357646	-0.272877553669914	0.743078063920291	-0.705416676451785	1.02458659785096
539616	3L	543200	9279	7832	5893	6864	14043	16442	20210	24102	19310	19470	20305	17210	4159	4595	5198	1853	3333	3939	5604	1994	6368	6688	5923	5451	5977	11883	5943	4401	4730	6629	8689	4194	5952	5417	3946	1312	4990	7223	5613	3953	4326	3577	5412	1984	8835	6913	7372	7686	820	334	396	813	780	420	861	234	534	429	531	358	-0.249960425785378	-0.527974226822106	-0.185889729005453	-0.29529452437953	-0.466105272837942	-0.274203978047176	-0.963824381612937	-1.03560377526465	1.41471997862968
541128	2L	545353	10305	8705	6656	6673	15183	15578	21705	25894	20543	20593	20530	17847	5095	4933	4795	1825	3438	3683	6733	2430	9022	8300	8128	5958	10022	17058	9896	6958	6229	9633	15018	7158	9704	9445	5452	1809	5353	7566	5012	3145	4294	3355	5984	2042	9369	7669	8591	9097	769	303	338	798	786	484	1018	394	756	591	784	452	-0.165767503913633	-0.00901931603347468	0.129546069396006	0.259793478125331	0.143366724847203	-0.0218938470642636	-0.0452407505511018	0.381266355908271	0.383941088785765
543200	3L	592850	7202	7506	7445	9547	8883	9324	11519	13980	12376	13543	16710	15378	25632	23289	25804	11480	21450	24328	37472	15600	51661	48239	48539	37225	26376	59988	36625	26093	28773	36440	56344	25760	44630	32785	32427	8853	25857	43936	28297	23392	27470	26557	37305	18606	76537	56098	75687	72989	9437	5803	4759	10296	9147	5003	10680	3878	8313	7707	7592	5183	0.126138104063025	0.0915127348981077	0.0566107834735325	-0.00818059699504577	-0.0306886477685566	-0.000984028466672774	0.274261622434665	-0.0398532732302751	0.277142059109876
